iter	Logloss
153	0.4493790924
154	0.4492354843
155	0.4489720063
156	0.4487515423
157	0.4485189029
158	0.4482312358
159	0.447948687
160	0.4477023438
161	0.4475075062
162	0.4473079683
163	0.4471083305
164	0.4469518342
165	0.4467743421
166	0.4465346763
167	0.4464013529
168	0.4462626851
169	0.445956109
170	0.4455293006
171	0.4453564099
172	0.4450694753
173	0.4448022143
174	0.444550453
175	0.4441381583
176	0.4439569706
177	0.4436564886
178	0.4434627291
179	0.443106347
180	0.4428687443
181	0.4426808772
182	0.4425257787
183	0.442318834
184	0.4422055962
185	0.4420398242
186	0.4417828309
187	0.4415751579
188	0.4413451563
189	0.4411703271
190	0.441055147
191	0.4408408077
192	0.4406512548
193	0.440443098
194	0.4401830665
195	0.4400560812
196	0.4397246915
197	0.4395844851
198	0.4393638393
199	0.4392346889
200	0.4391033951
201	0.4389125371
202	0.4387322252
203	0.4386699292
204	0.4385272637
205	0.4383069615
206	0.438075111
207	0.4379866673
208	0.4378356738
209	0.4377159454
210	0.4375232814
211	0.4372028423
212	0.4370547278
213	0.4368918988
214	0.4367947876
215	0.4365150828
216	0.4363604761
217	0.436209468
218	0.4359984404
219	0.4356503488
220	0.4354705388
221	0.4353906324
222	0.4352340442
223	0.4349804793
224	0.4348511868
225	0.434592631
226	0.4344693025
227	0.4342403427
228	0.4339667997
229	0.4337999462
230	0.4336324282
231	0.433529036
232	0.4334161814
233	0.4332948233
234	0.4329650207
235	0.4327895442
236	0.4326342349
237	0.4323943092
238	0.4321791367
239	0.4319235351
240	0.4317343825
241	0.4313533936
242	0.4311721959
243	0.4309103529
244	0.4307768226
245	0.4304880178
246	0.4303134891
247	0.4301713324
248	0.4298995422
249	0.4297440348
250	0.4296261367
251	0.429470414
252	0.4292915922
253	0.4291480862
254	0.4289644912
255	0.4287805725
256	0.4286010813
257	0.4284493769
258	0.4282402469
259	0.4280866091
260	0.4279203862
261	0.4277847119
262	0.4274830761
263	0.4274038049
264	0.4271168649
265	0.4268957486
266	0.4267565297
267	0.426534891
268	0.4264439229
269	0.4262687885
270	0.4260530344
271	0.4258143762
272	0.4257800584
273	0.4255789222
274	0.4253188292
275	0.4250031582
276	0.4248324023
277	0.4246748361
278	0.4245401613
279	0.424323196
280	0.4241548661
281	0.424078825
282	0.4240196
283	0.4238182204
284	0.4236469271
285	0.4234265468
286	0.4232223756
287	0.4230890813
288	0.4228187267
289	0.4226129796
290	0.4224756437
291	0.4223935369
292	0.4222906587
293	0.422180947
294	0.4220668867
295	0.4218864692
296	0.4216682547
297	0.4216671217
298	0.4214286183
299	0.4212591113
300	0.4211423672
301	0.4209259925
302	0.4207647432
303	0.4206212621
304	0.420479456
305	0.4203886544
306	0.4202956365
307	0.4200319146
308	0.4199323704
309	0.4198025725
310	0.4194731705
311	0.4193227369
312	0.4190346977
313	0.418825307
314	0.4186423751
315	0.4185058232
316	0.4183789713
317	0.4182967279
318	0.4181152178
319	0.4179536528
320	0.4177505713
321	0.4176434356
322	0.417341458
323	0.4171871137
324	0.4170667882
325	0.4169138215
326	0.4167661111
327	0.4166280391
328	0.4163755115
329	0.4162340554
330	0.4160695137
331	0.415899475
332	0.4157331752
333	0.4155729143
334	0.4154890639
335	0.4154083485
336	0.4153089327
337	0.4150671509
338	0.4149450467
339	0.4147853916
340	0.4146092561
341	0.4144219717
342	0.4142823809
343	0.4141952362
344	0.4140805424
345	0.4140143677
346	0.4137982119
347	0.4137232121
348	0.4135874761
349	0.4134192243
350	0.4133278501
351	0.4132063378
352	0.4130819012
353	0.4129970298
354	0.4128913854
355	0.4126793791
356	0.4125844214
357	0.4124182778
358	0.4120791647
359	0.4119680578
360	0.4118782538
361	0.4117740237
362	0.4116032112
363	0.4113844786
364	0.41123504
365	0.411167115
366	0.4109752328
367	0.4108175406
368	0.4105477193
369	0.4104089888
370	0.4101142961
371	0.4100409788
372	0.4098118136
373	0.4097459348
374	0.4094848518
375	0.4093233513
376	0.4090337919
377	0.4088737511
378	0.4086719072
379	0.4085424168
380	0.4084212387
381	0.408224187
382	0.4081248457
383	0.407954216
384	0.4077319076
385	0.4076350603
386	0.4074994416
387	0.4073058569
388	0.4070778531
389	0.4068796753
390	0.4068177098
391	0.4066693813
392	0.4065563164
393	0.4064825364
394	0.4063157207
395	0.4061712753
396	0.4060440549
397	0.4058076478
398	0.4056468145
399	0.4055845842
400	0.4055363261
401	0.4052863327
402	0.4051415165
403	0.4049559114
404	0.4047999016
405	0.4046226572
406	0.4045655508
407	0.4043445691
408	0.4042105824
409	0.4039765815
410	0.4038399203
411	0.4037643753
412	0.4035669109
413	0.4034223059
414	0.4033416485
415	0.4033406149
416	0.4031960653
417	0.4029300794
418	0.4027863428
419	0.4025936279
420	0.4024838334
421	0.4023692585
422	0.402203298
423	0.4020911198
424	0.4018496552
425	0.4017454029
426	0.4016276757
427	0.4014211464
428	0.4012262371
429	0.4010780255
430	0.4008134161
431	0.4005617871
432	0.4004017967
433	0.4003182786
434	0.4001712923
435	0.3999806268
436	0.3997612257
437	0.3996997325
438	0.3994553065
439	0.3993359302
440	0.3992645388
441	0.3991897713
442	0.3990330484
443	0.3988983142
444	0.3987535961
445	0.3985963294
446	0.3984252041
447	0.3983524645
448	0.398165337
449	0.3979835584
450	0.3977933331
451	0.397724202
452	0.3976246702
453	0.3974925686
454	0.3973873664
455	0.3972240227
456	0.3970415893
457	0.3968649857
458	0.3966817533
459	0.3964509867
460	0.3963042603
461	0.3961635323
462	0.3959730035
463	0.3959021873
464	0.3957961629
465	0.3956787562
466	0.3955530707
467	0.3954456993
468	0.3953671651
469	0.3951906537
470	0.395075412
471	0.3948579737
472	0.3947160911
473	0.3946637997
474	0.394387408
475	0.3943413714
476	0.3941943949
477	0.394008003
478	0.3937788657
479	0.3936917262
480	0.393534767
481	0.3934270313
482	0.3933075833
483	0.3931084538
484	0.3929249209
485	0.392771412
486	0.3927045225
487	0.3924923277
488	0.392312498
489	0.3922043039
490	0.3921302298
491	0.3919778391
492	0.3917522082
493	0.3916090406
494	0.3913562957
495	0.3911465012
496	0.3909869588
497	0.3908662833
498	0.390553262
499	0.3904422717
500	0.3902779306
501	0.3901896553
502	0.3898867948
503	0.3897449092
504	0.3895460868
505	0.3893158685
506	0.3892224299
507	0.3891128772
508	0.3889602377
509	0.3888314571
510	0.388701614
511	0.3885510894
512	0.3883471813
513	0.3880836518
514	0.3879453597
515	0.3878048785
516	0.3876368115
517	0.3874757405
518	0.3873032345
519	0.3871663398
520	0.386900363
521	0.3867939273
522	0.3866463766
523	0.3863867134
524	0.3862091278
525	0.3859588505
526	0.3857408022
527	0.3855436509
528	0.3854350531
529	0.3852663165
530	0.3852029376
531	0.3850526343
532	0.3849538994
533	0.3848593236
534	0.3846563839
535	0.3844353534
536	0.384211905
537	0.3841075994
538	0.3839754502
539	0.3839024847
540	0.3836912227
541	0.3835435001
542	0.3833787522
543	0.383225314
544	0.3831362761
545	0.3829887193
546	0.3828397071
547	0.3827089572
548	0.3825772822
549	0.3823638281
550	0.382142896
551	0.3819793547
552	0.3818214496
553	0.3816905833
554	0.3815591955
555	0.3814233485
556	0.3813296173
557	0.381257919
558	0.3811157016
559	0.3809206642
560	0.3807352078
561	0.3806003549
562	0.3804732074
563	0.3802991462
564	0.3801550834
565	0.3800029655
566	0.3799217804
567	0.3797822151
568	0.3796736258
569	0.3795052456
570	0.3793248663
571	0.3791581434
572	0.3790545522
573	0.378799846
574	0.3786150388
575	0.3784399529
576	0.3783368136
577	0.378217191
578	0.3780774473
579	0.3779843913
580	0.3778650649
581	0.37770124
582	0.3774565607
583	0.377300581
584	0.3771702231
585	0.3770520198
586	0.3768396784
587	0.3766975745
588	0.3765932967
589	0.376532321
590	0.3763948621
591	0.3762321194
592	0.3761341118
593	0.3759115423
594	0.37570732
595	0.3756301671
596	0.3754851964
597	0.3753451695
598	0.3751677619
599	0.3749745815
600	0.3748809978
601	0.3747859449
602	0.3746334947
603	0.3745595812
604	0.3744644996
605	0.3743416968
606	0.3741609275
607	0.3740681194
608	0.3739007
609	0.373708164
610	0.3735914548
611	0.3734359704
612	0.3733163819
613	0.3730495141
614	0.3729385393
615	0.3728147216
616	0.3726867921
617	0.3725570897
618	0.3724463405
619	0.372333232
620	0.3721033002
621	0.3719107587
622	0.3717839256
623	0.3716191963
624	0.3714505629
625	0.3712571886
626	0.3711636351
627	0.3710265562
628	0.3709437696
629	0.3708385946
630	0.3707599181
631	0.3706886685
632	0.3705623169
633	0.370409428
634	0.3702590476
635	0.3701157101
636	0.3699496845
637	0.3697894122
638	0.3696336903
639	0.3694667912
640	0.3692643085
641	0.3691721035
642	0.3690548156
643	0.3689556514
644	0.3689043533
645	0.3687773484
646	0.3686241283
647	0.3685124931
648	0.3684251395
649	0.3682815403
650	0.3681285436
651	0.3679827625
652	0.3678835444
653	0.3677656057
654	0.3676563228
655	0.3674674304
656	0.3672916482
657	0.3671579064
658	0.366997555
659	0.3668254234
660	0.3666611659
661	0.3665660492
662	0.3664418929
663	0.3663389795
664	0.3662436283
665	0.3661858225
666	0.3659940735
667	0.365866674
668	0.3657608
669	0.3656393214
670	0.3655098158
671	0.3654161969
672	0.3653154992
673	0.3651479252
674	0.3649968681
675	0.364842208
676	0.3646620443
677	0.3645441691
678	0.3643699476
679	0.3642480188
680	0.364104541
681	0.3639912969
682	0.3638063376
683	0.3636937162
684	0.3636071534
685	0.36337717
686	0.3632894723
687	0.3631294613
688	0.3630388444
689	0.3629543086
690	0.3627824815
691	0.3625786711
692	0.3624218692
693	0.3622661568
694	0.362184373
695	0.3620510615
696	0.3619030115
697	0.3617184407
698	0.361637984
699	0.3615833627
700	0.3614256071
701	0.3613871463
702	0.3613031488
703	0.3612255452
704	0.3611089797
705	0.3610625183
706	0.3610238072
707	0.3609101096
708	0.3608019665
709	0.3606013681
710	0.3604311344
711	0.3602836687
712	0.3601806004
713	0.3599882608
714	0.3599380742
715	0.3597520294
716	0.3596774351
717	0.3595559243
718	0.3593824342
719	0.3592023919
720	0.3590946875
721	0.3589290444
722	0.3588088012
723	0.3587027684
724	0.358562755
725	0.3584679668
726	0.3583293768
727	0.3581629242
728	0.3579829754
729	0.357808182
730	0.3576432521
731	0.357530794
732	0.3574698016
733	0.3573958857
734	0.3572618956
735	0.3571318681
736	0.3570332009
737	0.3569293444
738	0.3568470886
739	0.3567450257
740	0.3566215152
741	0.3564511196
742	0.3563209076
743	0.356255523
744	0.3561764305
745	0.3560346134
746	0.3558846465
747	0.3557417975
748	0.3556421017
749	0.3554475719
750	0.3553673416
751	0.3552682497
752	0.3550962569
753	0.3549511031
754	0.3548043742
755	0.3547041667
756	0.3545765813
757	0.354410407
758	0.3543028396
759	0.3542036993
760	0.3540766245
761	0.3540315414
762	0.3538828369
763	0.3537187033
764	0.3536108144
765	0.3535278166
766	0.3533745721
767	0.3533157923
768	0.3532603452
769	0.353082957
770	0.3529961209
771	0.3528997514
772	0.3527235719
773	0.3525366666
774	0.3523623371
775	0.3522066664
776	0.3520669874
777	0.3519989667
778	0.351877969
779	0.3517746806
780	0.3516456336
781	0.3515368634
782	0.3514520445
783	0.3513580664
784	0.3512245809
785	0.3511139889
786	0.3509945785
787	0.350923532
788	0.3507760802
789	0.3506489074
790	0.3505721628
791	0.3504611472
792	0.350380949
793	0.3502886988
794	0.3501390446
795	0.3499809481
796	0.3498290919
797	0.3497775968
798	0.349626801
799	0.34953307
800	0.3494528511
801	0.3492987606
802	0.3491958877
803	0.3490649249
804	0.3489232355
805	0.3487657699
806	0.3486203162
807	0.3484666657
808	0.3483142947
809	0.3482348808
810	0.3481376131
811	0.3480160372
812	0.3478468035
813	0.3477412145
814	0.3476508641
815	0.347529264
816	0.3473981613
817	0.3472890565
818	0.3471052192
819	0.3470039945
820	0.3468877437
821	0.3467615582
822	0.3465611093
823	0.34646601
824	0.3463410188
825	0.3462294171
826	0.3460926268
827	0.3459181977
828	0.3457853203
829	0.3456433845
830	0.345543372
831	0.3454203798
832	0.3452369464
833	0.3450865917
834	0.3449812532
835	0.3449085167
836	0.3448335665
837	0.3446556339
838	0.3445743687
839	0.3443732779
840	0.3442139913
841	0.3440725631
842	0.3439665843
843	0.343888916
844	0.3438013121
845	0.343705911
846	0.3436311513
847	0.3435184696
848	0.3434565111
849	0.3432916678
850	0.3431453624
851	0.3430428993
852	0.3430006248
853	0.3429105396
854	0.3427719448
855	0.3426946027
856	0.342581689
857	0.3424887553
858	0.3423565183
859	0.3422089729
860	0.3421249142
861	0.3420804694
862	0.3420098759
863	0.3419228628
864	0.3417769546
865	0.3416856287
866	0.3415855572
867	0.3414734627
868	0.3413311336
869	0.3411704931
870	0.3410685572
871	0.3409296249
872	0.3407904597
873	0.3406729953
874	0.34058986
875	0.3405036423
876	0.3404326189
877	0.3403066765
878	0.3401585767
879	0.3400539244
880	0.3398808745
881	0.3396917332
882	0.3395243238
883	0.3393905447
884	0.3393076008
885	0.339218649
886	0.3391397192
887	0.3390718247
888	0.3389604129
889	0.338899939
890	0.338792719
891	0.3386563562
892	0.3385472643
893	0.3384224301
894	0.3383209486
895	0.338249142
896	0.338176461
897	0.3380923672
898	0.338025853
899	0.3379279126
900	0.3378042656
901	0.3377111563
902	0.3376416009
903	0.3375294774
904	0.3374397007
905	0.33729756
906	0.3371722361
907	0.3370651124
908	0.3369828543
909	0.3369189888
910	0.3367691244
911	0.3366324069
912	0.3365865245
913	0.3364424589
914	0.3363668045
915	0.336301304
916	0.33622722
917	0.3361180586
918	0.3360391014
919	0.3359176122
920	0.3358330644
921	0.3358078147
922	0.3357509069
923	0.3356485671
924	0.3355736762
925	0.3354574772
926	0.3353496442
927	0.3352391098
928	0.3351356679
929	0.3350758709
930	0.3349051273
931	0.3347856252
932	0.3346882991
933	0.3345604066
934	0.3344451042
935	0.3343124806
936	0.3341446142
937	0.3340171244
938	0.3339521761
939	0.3338352715
940	0.3337118306
941	0.3336464711
942	0.3335774649
943	0.3334593969
944	0.3333787477
945	0.3332475044
946	0.3331803521
947	0.3330342328
948	0.3330090431
949	0.3328954599
950	0.3328633129
951	0.3327974159
952	0.3327081109
953	0.3325337748
954	0.3324257706
955	0.3323166112
956	0.3322465342
957	0.3321765926
958	0.3320172303
959	0.3318358243
960	0.3317555551
961	0.3316953055
962	0.3315637897
963	0.3314578403
964	0.3313443727
965	0.331303259
966	0.3312509934
967	0.3311607456
968	0.3310608697
969	0.3309321032
970	0.3308080778
971	0.33072718
972	0.3305928504
973	0.3304493764
974	0.330375438
975	0.3302523394
976	0.3301761718
977	0.3300517552
978	0.3299016951
979	0.3297945087
980	0.3297461851
981	0.3296485824
982	0.3295472976
983	0.3294874821
984	0.3293777132
985	0.329221944
986	0.329150285
987	0.3290891924
988	0.3289671471
989	0.3288599663
990	0.3287353388
991	0.3286494648
992	0.3285260634
993	0.328442939
994	0.3282637987
995	0.3282177945
996	0.3281061968
997	0.3280444872
998	0.3279283834
999	0.3278166309
